stage	event	anchor	idx	w	jp	ko	note
18	0	037A26	6	0008	そうはいきません、\n\nあなたたちは このナ-ギャさまが じきじきに\n\nあいてをして さしあげます。	그럴 수는 없지。\n너희는 이 나갸 님이\n직접 상대해 주겠다。	
18	0	037A26	7	0000	なんだと!	뭐라고!	
18	0	037A26	8	0008	えいえんなる だいちよ、いまさずけるいのちを\n\nもちて このナ-ギャの てあしとなれ!\n\nゴ-ディス・ザ-ラス・モモチ!	영원한 대지여, 이제 주는\n생명으로 이 나갸의\n손발이 되어라!\n고디스 자라스 모모치!	
18	0	037A26	9	005C	はしらが、はしらが きょじんに!	기둥이, 기둥이 거인으로!	
18	0	037A26	10	0000	きをつけろ!ゴ-レムだ!	조심해라! 골렘이다!	
18	1	037B8C	0	0000	ちきしょう、なんてやつだ!\n\nゴ-レムは あいてにするな、あのやろうを\n\nぶちころせ!	젠장, 이런 놈이!\n골렘은 상대하지 마라。\n저놈을 쳐 죽여라!	
18	2	037BC6	0	0008	ヒィ-!ゴ、ゴ-レムは なにをしている、\n\nはやく やつらを かたづけろ!	히익! 고, 골렘은 뭘 하고\n있나。 서둘러 놈들을\n치워 버려라!	
18	3	037C9C	0	0000	おろかものめ!	어리석은 놈!	
18	3	037C9C	1	005B	おうじ!てきの たいぐんが ちかづいて\n\nおります	왕자님! 적 대군이\n다가오고 있습니다	
18	3	037C9C	2	0000	なに!	뭐라!	
18	3	037C9C	3	0000	てきも ひっしだな、よし のりこむぞ!	적도 필사적이군。\n좋다, 뛰어든다!	
18	3	037C9C	4	005B	おうじ、ナ-ギャのやつ こんなものを\n\nもってました!	왕자님, 나갸 놈이\n이런 것을 갖고 있었습니다!	
18	3	037C9C	5	0000	よし、もってこい!いそぐぞ!\n\n"オーブを てにいれた。"	좋다, 가져오라! 서둘러!\n「오브를 얻었다。」	
18	3	037C9C	6	0059	レディン、ここは おれが おさえる。	레딘, 여기는 내가 막는다。	
18	3	037C9C	7	0000	ランス!	랜스!	
18	3	037C9C	8	0059	いいから はやくいけ! いいか しぬなよ!	됐으니 빨리 가라!\n알겠나, 죽지 마라!	
18	3	037C9C	9	0000	ぜんぐん とつにゅうする! ザコに かまうな\n\nじゃあくは めのまえだ、いくぞ!	전군 돌입한다! 잡졸은\n상대하지 마라。 악은\n눈앞이다, 간다!	
18	3	037C9C	10	0059	あばよ、レディン。	잘 가라, 레딘。	
18	3	037C9C	11	0000	ランス、しぬなよ。	랜스, 죽지 마라。	
18	3	037BF8	0	0000	おろかものめ!	어리석은 놈!	
18	3	037BF8	1	005B	おうじ!てきの たいぐんが ちかづいて\n\nおります。	왕자님! 적 대군이\n다가오고 있습니다	
18	3	037BF8	2	0000	なに!	뭐라!	
18	3	037BF8	3	0000	てきも ひっしだな、よし のりこむぞ!	적도 필사적이군。\n좋다, 뛰어든다!	
18	3	037BF8	4	005B	おうじ、ナ-ギャのやつ こんなものを\n\nもってました!	왕자님, 나갸 놈이\n이런 것을 갖고 있었습니다!	
18	3	037BF8	5	0000	よし、もってこい! いそぐぞ!\n\n"オーブを てにいれた。"	좋다, 가져오라! 서둘러!\n「오브를 얻었다。」	
19	0	037DD4	0	0008	よくも わしの かわいいナ-ギャを\n\nころしてくれたな!	감히 내 귀여운 나갸를\n죽여 주었구나!	
19	0	037DD4	1	0000	どこだ!どこから こえが・・・、\n\nそうか、キサマが ニコリスだな!	어디냐! 어디서 목소리가。。。\n그렇군, 네가 니코리스구나!	
19	0	037DD4	2	0008	いかにも。	그렇다。	
19	0	037DD4	3	0000	キサマの、キサマのために いままでなんにんの\n\nわかものが みちを あやまったことか!	너 때문에, 너 때문에\n지금까지 얼마나 많은 젊은이가\n길을 잘못 들었나!	
19	0	037DD4	4	0008	フッ!そんなもの、だまされるやつが\n\nわるいのだ。	훗! 그런 건 속는 놈이\n나쁜 것이다。	
19	0	037DD4	5	0000	おのれ! キサマのようなやつが いるから\n\nせかいが わるくなっていくのだ! ゆるさん!	이놈! 너 같은 자가 있어서\n세상이 썩어 가는 것이다!\n용서치 않겠다!	
19	1	037EC8	0	0000	ニコリスだ!ニコリスを さがしだして\n\nしとめろ!	니코리스다! 니코리스를\n찾아내 잡아라!	
19	2	037EEE	0	0008	キサマも わが しもべと なるがよい、\n\nやみの せかいは たのしいぞぉ!	너도 내 하수인이 되어라。\n어둠의 세계는 즐겁다!	
19	3	037F20	0	0000	じぶんの つみのおもさ おもいしるがいい!	네 죄의 무거움을\n똑똑히 알아라!	
19	3	037F20	1	0008	わたしの やぼうは まだ・・・こんなところで\n\nしぬのは・・・い・・や・・だ・・・。	내 야망은 아직。。。\n이런 곳에서 죽는 건。。。\n싫。。다。。。	
19	3	037F20	2	0000	おろかな・・・。	어리석군。。。	
19	3	037F20	3	005C	おうじ!したにむかう かいだんです!	왕자님! 아래로 향하는\n계단입니다!	
19	3	037F20	4	0000	こんなところに ながいは むよう、いくぞ!	이런 곳에 오래 있을\n필요는 없다, 간다!	
19	3	037F20	5	005B	はっ!	옛!	
19	4	037FDE	0	0008	おろかものたちよ、わがてのなかで\n\nしぬまで おどりつづけるがいい!	어리석은 자들아,\n내 손안에서 죽을 때까지\n계속 춤춰라!	
20	0	03800E	0	0000	いきのこっているのは これだけか?	살아남은 것은 이것뿐인가?	
20	0	03800E	1	005B	はい、ここにいるものだけです・・・。	예, 여기 있는 자들뿐입니다。。。	
20	0	03800E	2	0000	そうか・・・。	그런가。。。	
20	0	03800E	3	0008	フッフッフッ・・・。	후후후。。。	
20	0	03800E	4	005C	だ、だれだ!	누, 누구냐!	
20	0	03800E	5	0008	おろかな にんげんどもが、\n\nよくここまで これたものだ。	어리석은 인간들이\n용케 여기까지 왔군。	
20	0	03800E	6	0000	なにものだ!	정체가 무엇이냐!	
20	0	03800E	7	0008	わがなは ボ-ゼル、ヴェルゼリアの あるじだ。	내 이름은 보젤。\n벨젤리아의 주인이다。	
20	0	03800E	8	0000	まさか、そんな!	설마, 그럴 수가!	
20	0	03800E	9	0008	わたしは やみのちからで よみがえったのだ、\n\nわたしは にんげんを こえたのだ!	나는 어둠의 힘으로\n되살아났다。\n나는 인간을 넘어섰다!	
20	1	03810C	0	0008	わたしは やみのちからを わがものとし、\n\nわたしは かみとなるのだ!	나는 어둠의 힘을 내 것으로\n삼아 신이 되는 것이다!	
20	2	03813A	0	0000	やみへ かえれ! ボ-ゼル!	어둠으로 돌아가라! 보젤!	
20	2	03813A	1	0008	フッ、もう おそいわ、いま、すべての やみの\n\nちからが かいほうされる、ハ-ッハッハッハ!	훗, 이미 늦었다。 지금\n모든 어둠의 힘이\n해방된다。 하하하하!	
20	2	03813A	2	005C	な、なんだ、この しんどうは?	무, 무엇이냐 이 진동은?	
20	2	03813A	3	0008	ばかな、わたしは、わたしは、うわ-っ!	말도 안 돼, 나는, 나는,\n우와악!	
20	2	03813A	4	000F	わたしは やみ、 わたしは カオス。	나는 어둠, 나는 카오스。	
20	2	03813A	5	0000	やみ、カオス?	어둠, 카오스?	
20	2	03813A	6	000F	せかいは つねに カオスで ありつづけなけ\n\nればならない。	세계는 늘 카오스로\n있어야 한다。	
20	2	03813A	7	0000	なんだと?	뭐라고?	
20	2	03813A	8	000F	わたしは せかいを、カオスを いじするため、\n\nぶっしつを はかいする。	나는 세계를, 카오스를\n유지하기 위해\n물질을 파괴한다。	
20	2	03813A	9	0000	そんなことは させん!	그런 짓은 하게 두지 않는다!	
20	2	03813A	10	000F	せかいの りに はんこうは ゆるさない、\n\nカオスを くずす ぶっしつは はかいする。	세계의 이치에 대한 반항은\n허락하지 않는다。\n카오스를 흩뜨리는 물질은\n파괴한다。	
20	3	038290	0	0000	これでおわりだ!えいえんに きえてなくなれ!	이걸로 끝이다!\n영원히 사라져 없어져라!	
20	3	038290	1	000F	わたしは きえることはない、\n\nわたしは かならず よみがえる。	나는 사라지지 않는다。\n나는 반드시 되살아난다。	
20	3	038290	2	0000	なんだと!	뭐라고!	
20	3	038290	3	000F	わたしは せかいが つくりだした\n\nちから だからだ。	나는 세계가 만들어 낸\n힘이기 때문이다。	
20	3	038290	4	0000	どういうことだ!	무슨 뜻이냐!	
20	3	038290	5	000F	せかいは カオスによりなる、しかし\n\nぶっしつが うまれると カオスが みだれる。	세계는 카오스로 이루어진다。\n그러나 물질이 태어나면\n카오스가 흐트러진다。	
20	3	038290	6	0000	・・・。	。。。	
20	3	038290	7	000F	わたしは そのぶっしつを はいじょするために\n\nつくられた。	나는 그 물질을 제거하기\n위해 만들어졌다。	
20	3	038290	8	0000	ならば、せかいにとって われわれは じゃま\n\nだとでもいうのか?	그렇다면 세계에게\n우리는 방해라는 것이냐?	
20	3	038290	9	000F	そうかもしれぬ。	그럴지도 모른다。	
20	3	038290	10	0000	?	?	
20	3	038290	11	000F	わたしと おなじく、もうひとつの ちからが\n\nせかいによって つくられた、それが ひかりだ。	나와 마찬가지로 또 하나의\n힘이 세계에 의해\n만들어졌다。 그것이 빛이다。	
20	3	038290	12	0000	ひかり?	빛?	
20	3	038290	13	000F	ひかりは しんかを めざす。\n\nそして ひかりは、ぶっしつを つくりだした。	빛은 진화를 지향한다。\n그리고 빛은 물질을\n만들어 냈다。	
20	3	038290	14	0000	では われわれは せかいの しんかのために\n\nつくられたのか?	그럼 우리는 세계의\n진화를 위해 만들어진 것이냐?	
20	3	038290	15	000F	そうだ、しかし しんかは みずからの てで\n\nせかいをくるわし、せかいを はかいしてしまう\n\nきけんをもつ。	그렇다。 그러나 진화는\n스스로의 손으로 세계를\n어지럽히고 파괴해 버릴\n위험을 지닌다。	
20	3	038290	16	0000	われわれは そうはならぬ!	우리는 그렇게 되지 않는다!	
20	3	038290	17	000F	ほんとうか? おまえたちは おなじにんげん\n\nどうしで ころしあう、そして せかいを はか\n\nいしようとする、だから わたしは せかいを\n\nまもるために よみがえった。	정말인가? 너희는 같은\n인간끼리 서로 죽인다。\n그리고 세계를 파괴하려 한다。\n그래서 나는 세계를 지키러 되살아났다。	
20	3	038290	18	0000	!	!	
20	3	038290	19	000F	しんかが みずからを はかいしようとするとき\n\nはかいの みちを あゆむとき、わたしは かな\n\nらず よみがえる。	진화가 스스로를 파괴하려\n할 때, 파괴의 길을 걸을 때,\n나는 반드시 되살아난다。	
20	3	038290	20	0000	・・・。	。。。	
20	3	038290	21	000F	さらばだ、ひかりの まつえいたち・・・。	잘 있으라, 빛의\n후손들이여。。。	
0	0	03857C	0	01F4	わたしの やくめも どうやら ここまでの よ\n\nうだな・・・。	내 임무도 아무래도\n여기까지인 듯하군。。。	
0	0	0385A6	0	01F4	わたしも ここまで・・・、ああ、そらが・・あ\n\n・お・・い・・・。	나도 여기까지。。。\n아아, 하늘이。。 파。。랗。。다。。。	
0	0	0385EC	0	01F4	レディンさま、あとは たのみます・・・。	레딘 님, 뒷일은\n부탁드립니다。。。	
0	0	03860A	0	01F4	うお-っ!バルティアおうこく ばんざい!	우오옷! 발티아 왕국\n만세!	
0	0	03862C	0	01F4	みんな!あとはたのむぞ!	모두! 뒷일은 부탁한다!	
0	0	038640	0	01F4	いま、みんなの ところへ いく・・・。まって\n\nいてくれ・・・・。	이제 모두에게로 간다。。。\n기다려 다오。。。	
0	0	03866C	0	01F4	イルザックよ、いまいくぞ・・・。	일자크여, 이제 간다。。。	
0	0	038686	0	01F4	レディン、しぬなよ・・・。おまえを たおすの\n\nは、このわたし なのだからな・・・。	레딘, 죽지 마라。。。\n너를 쓰러뜨리는 건\n이 나여야 하니까。。。	
